,averageRating,datePublished,genre,name,ratingCount,releasedCountry
15693,6.2,2000.0,Action,Proof of Life,52239.0,USA
15694,6.2,2000.0,Drama,Proof of Life,52239.0,USA
15695,6.2,2000.0,Thriller,Proof of Life,52239.0,USA
15707,5.5,1967.0,Comedy,Drop Dead Darling,378.0,UK
15708,5.5,1967.0,Crime,Drop Dead Darling,378.0,UK
15715,6.4,2015.0,Drama,A Bigger Splash,21539.0,USA
15716,6.4,2015.0,Thriller,A Bigger Splash,21539.0,USA
15717,7.7,2002.0,Comedy,Los lunes al sol,11590.0,Spain
15718,7.7,2002.0,Drama,Los lunes al sol,11590.0,Spain
15719,7.5,1970.0,Action,Tora! Tora! Tora!,28290.0,USA
15720,7.5,1970.0,Drama,Tora! Tora! Tora!,28290.0,USA
15721,7.5,1970.0,History,Tora! Tora! Tora!,28290.0,USA
15722,7.5,1970.0,War,Tora! Tora! Tora!,28290.0,USA
15734,8.2,2013.0,Crime,Two Weeks,399.0,2013– 
15735,8.2,2013.0,Drama,Two Weeks,399.0,2013– 
15736,6.7,1960.0,Drama,From the Terrace,2194.0,West Germany
15737,6.7,1960.0,Romance,From the Terrace,2194.0,West Germany
15743,5.5,2014.0,Comedy,Bewakoofiyaan,3146.0,India
